Date	truck	Hospital City	Hostipal Name	refill in (tons)	delivery cost	product tot price	total bill	over delivery
26/03/2025 16:30	Manyo	Zaragoza	Royo Villanova	8,191578664	5095,789332	18431,05199	23526,84133	OK
26/03/2025 17:00	Manyo	Zaragoza	Miguel Servet	7,901157883	4950,578941	19555,36576	24505,9447	OK
26/03/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,487709254	5243,854627	21007,0804	26250,93503	OK
26/03/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
26/03/2025 12:40	Alicantino	Alicante	San Juan	7,296168503	4648,084251	19882,05917	24530,14342	OK
26/03/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	7,967522288	4983,761144	19719,61766	24703,37881	OK
26/03/2025 14:00	Alicantino	Alicante	Vinalopó	8,445685771	5222,842886	19002,79299	24225,63587	OK
26/03/2025 14:40	Alicantino	Alicante	IMED	9,481427397	5740,713698	23466,53281	29207,2465	OK
26/03/2025 15:00	Gijonés	Gijon	Covadonga	7,586349023	4793,174512	19724,50746	24517,68197	OK
26/03/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
26/03/2025 16:30	Gijonés	Gijon	Cabueñes	9,326953159	5663,47658	21218,81844	26882,29502	OK
26/03/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
26/03/2025 17:40	Gijonés	Gijon	Begona	7,846293745	4923,146873	18046,47561	22969,62249	OK
10/04/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,138144489	5069,072245	20141,90761	25210,97986	OK
10/04/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
10/04/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,356794654	4678,397327	18208,06677	22886,4641	OK
10/04/2025 14:00	Chulapo	Madrid	San Carlos	9,099027543	5549,513772	22292,61748	27842,13125	OK
10/04/2025 14:40	Chulapo	Madrid	La Paz	8,65651264	5328,25632	21424,86878	26753,1251	OK
10/04/2025 11:00	Nen	Barcelona	Bellvitge	10,56970864	6284,85432	24046,08716	30330,94148	OK
10/04/2025 11:40	Nen	Barcelona	Clínic	7,587851568	4793,925784	19728,41408	24522,33986	OK
10/04/2025 12:20	Nen	Barcelona	Del Mar	8,256361301	5128,18065	20434,49422	25562,67487	OK
10/04/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,272700202	5136,350101	21302,20302	26438,55312	OK
10/04/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,395010322	5697,505161	24192,15158	29889,65674	OK
10/04/2025 15:00	Manyo	Zaragoza	Quirón	6,942693114	4471,346557	17183,16546	21654,51201	OK
10/04/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,50319494	4751,59747	18570,40748	23322,00495	OK
10/04/2025 16:30	Manyo	Zaragoza	Royo Villanova	8,109662878	5054,831439	18246,74148	23301,57291	OK
10/04/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,059181041	5029,59052	19946,47308	24976,0636	OK
10/04/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,402832162	5201,416081	20797,0096	25998,42568	OK
10/04/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
10/04/2025 12:40	Alicantino	Alicante	San Juan	7,442091873	4721,045936	20279,70035	25000,74629	OK
10/04/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,047197511	5023,598755	19916,81384	24940,41259	OK
10/04/2025 14:00	Alicantino	Alicante	Vinalopó	8,445685771	5222,842886	19002,79299	24225,63587	OK
10/04/2025 14:40	Alicantino	Alicante	IMED	9,291798849	5645,899424	22997,20215	28643,10157	OK
10/04/2025 15:00	Gijonés	Gijon	Covadonga	7,434622043	4717,311021	19330,01731	24047,32833	OK
10/04/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
10/04/2025 16:30	Gijonés	Gijon	Cabueñes	9,513492222	5756,746111	21643,19481	27399,94092	OK
10/04/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
10/04/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
25/04/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,219525934	5109,762967	20343,32669	25453,08965	OK
25/04/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
25/04/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,503930547	4751,965274	18572,2281	23324,19338	OK
25/04/2025 14:00	Chulapo	Madrid	San Carlos	8,917046992	5458,523496	21846,76513	27305,28863	OK
25/04/2025 14:40	Chulapo	Madrid	La Paz	8,743077766	5371,538883	21639,11747	27010,65635	OK
25/04/2025 11:00	Nen	Barcelona	Bellvitge	10,35831447	6179,157234	23565,16541	29744,32265	OK
25/04/2025 11:40	Nen	Barcelona	Clínic	7,739608599	4869,8043	20122,98236	24992,78666	OK
25/04/2025 12:20	Nen	Barcelona	Del Mar	8,338924914	5169,462457	20638,83916	25808,30162	OK
25/04/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,355427204	5177,713602	21515,22505	26692,93865	OK
25/04/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,301060219	5650,53011	23950,23006	29600,76017	OK
25/04/2025 15:00	Manyo	Zaragoza	Quirón	6,873266183	4436,633092	17011,3338	21447,96689	OK
25/04/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,578226889	4789,113445	18756,11155	23545,225	OK
25/04/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,94746962	4973,73481	17881,80665	22855,54146	OK
25/04/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,139772851	5069,886425	20145,93781	25215,82423	OK
25/04/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,486860483	5243,430242	21004,9797	26248,40994	OK
25/04/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
25/04/2025 12:40	Alicantino	Alicante	San Juan	7,516512791	4758,256396	20482,49736	25240,75375	OK
25/04/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,047197511	5023,598755	19916,81384	24940,41259	OK
25/04/2025 14:00	Alicantino	Alicante	Vinalopó	8,445685771	5222,842886	19002,79299	24225,63587	OK
25/04/2025 14:40	Alicantino	Alicante	IMED	9,19888086	5599,44043	22767,23013	28366,67056	OK
25/04/2025 15:00	Gijonés	Gijon	Covadonga	7,508968263	4754,484132	19523,31748	24277,80162	OK
25/04/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
25/04/2025 16:30	Gijonés	Gijon	Cabueñes	9,513492222	5756,746111	21643,19481	27399,94092	OK
25/04/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
25/04/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
10/05/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,137330675	5068,665337	20139,89342	25208,55876	OK
10/05/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
10/05/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,428891242	4714,445621	18386,50582	23100,95144	OK
10/05/2025 14:00	Chulapo	Madrid	San Carlos	9,095387932	5547,693966	22283,70043	27831,3944	OK
10/05/2025 14:40	Chulapo	Madrid	La Paz	8,830508544	5415,254272	21855,50865	27270,76292	OK
10/05/2025 11:00	Nen	Barcelona	Bellvitge	10,15114818	6075,574089	23093,8621	29169,43619	OK
10/05/2025 11:40	Nen	Barcelona	Clínic	7,739608599	4869,8043	20122,98236	24992,78666	OK
10/05/2025 12:20	Nen	Barcelona	Del Mar	8,255535665	5127,767832	20432,45077	25560,2186	OK
10/05/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,355427204	5177,713602	21515,22505	26692,93865	OK
10/05/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,115039015	5557,519507	23471,22546	29028,74497	OK
10/05/2025 15:00	Manyo	Zaragoza	Quirón	6,735800859	4367,90043	16671,10713	21039,00756	OK
10/05/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,578226889	4789,113445	18756,11155	23545,225	OK
10/05/2025 16:30	Manyo	Zaragoza	Royo Villanova	8,026944316	5013,472158	18060,62471	23074,09687	OK
10/05/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,139772851	5069,886425	20145,93781	25215,82423	OK
10/05/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,401991879	5200,995939	20794,9299	25995,92584	OK
10/05/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
10/05/2025 12:40	Alicantino	Alicante	San Juan	7,666843047	4833,421524	20892,1473	25725,56883	OK
10/05/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	7,966725536	4983,362768	19717,6457	24701,00847	OK
10/05/2025 14:00	Alicantino	Alicante	Vinalopó	8,361228914	5180,614457	18812,76506	23993,37951	OK
10/05/2025 14:40	Alicantino	Alicante	IMED	9,19888086	5599,44043	22767,23013	28366,67056	OK
10/05/2025 15:00	Gijonés	Gijon	Covadonga	7,659147628	4829,573814	19913,78383	24743,35765	OK
10/05/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
10/05/2025 16:30	Gijonés	Gijon	Cabueñes	9,323222378	5661,611189	21210,33091	26871,9421	OK
10/05/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
10/05/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
25/05/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,218703982	5109,351991	20341,29235	25450,64435	OK
25/05/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
25/05/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,503180154	4751,590077	18570,37088	23321,96096	OK
25/05/2025 14:00	Chulapo	Madrid	San Carlos	9,004434053	5502,217026	22060,86343	27563,08046	OK
25/05/2025 14:40	Chulapo	Madrid	La Paz	8,830508544	5415,254272	21855,50865	27270,76292	OK
25/05/2025 11:00	Nen	Barcelona	Bellvitge	10,25265966	6126,32983	23324,80073	29451,13056	OK
25/05/2025 11:40	Nen	Barcelona	Clínic	7,894400771	4947,200386	20525,44201	25472,64239	OK
25/05/2025 12:20	Nen	Barcelona	Del Mar	8,255535665	5127,767832	20432,45077	25560,2186	OK
25/05/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,522535748	5261,267874	21945,52955	27206,79743	OK
25/05/2025 13:40	Nen	Barcelona	Sant Joan de Déu	8,932738235	5466,369117	23001,80095	28468,17007	OK
25/05/2025 15:00	Manyo	Zaragoza	Quirón	6,668442851	4334,221425	16504,39606	20838,61748	OK
25/05/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,654009158	4827,004579	18943,67267	23770,67725	OK
25/05/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,86640543	4933,202715	17699,41222	22632,61493	OK
25/05/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,22117058	5110,58529	20347,39718	25457,98247	OK
25/05/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,570031716	5285,015858	21210,8285	26495,84436	OK
25/05/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
25/05/2025 12:40	Alicantino	Alicante	San Juan	7,820179908	4910,089954	21309,99025	26220,0802	OK
25/05/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,126060046	5063,030023	20111,99861	25175,02864	OK
25/05/2025 14:00	Alicantino	Alicante	Vinalopó	8,361228914	5180,614457	18812,76506	23993,37951	OK
25/05/2025 14:40	Alicantino	Alicante	IMED	9,106892052	5553,446026	22539,55783	28093,00385	OK
25/05/2025 15:00	Gijonés	Gijon	Covadonga	7,735739105	4867,869552	20112,92167	24980,79122	OK
25/05/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
25/05/2025 16:30	Gijonés	Gijon	Cabueñes	9,509686825	5754,843413	21634,53753	27389,38094	OK
25/05/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
25/05/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
09/06/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,300891021	5150,445511	20544,70528	25695,15079	OK
09/06/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
09/06/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,428148353	4714,074176	18384,66717	23098,74135	OK
09/06/2025 14:00	Chulapo	Madrid	San Carlos	9,004434053	5502,217026	22060,86343	27563,08046	OK
09/06/2025 14:40	Chulapo	Madrid	La Paz	8,742203458	5371,101729	21636,95356	27008,05529	OK
09/06/2025 11:00	Nen	Barcelona	Bellvitge	10,25265966	6126,32983	23324,80073	29451,13056	OK
09/06/2025 11:40	Nen	Barcelona	Clínic	7,736512756	4868,256378	20114,93317	24983,18954	OK
09/06/2025 12:20	Nen	Barcelona	Del Mar	8,090424951	5045,212476	20023,80175	25069,01423	OK
09/06/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,522535748	5261,267874	21945,52955	27206,79743	OK
09/06/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,111392999	5555,6965	23461,83697	29017,53347	OK
09/06/2025 15:00	Manyo	Zaragoza	Quirón	6,668442851	4334,221425	16504,39606	20838,61748	OK
09/06/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,807089341	4903,544671	19322,54612	24226,09079	OK
09/06/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,945069484	4972,534742	17876,40634	22848,94108	OK
09/06/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,056747168	5028,373584	19940,44924	24968,82282	OK
09/06/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,655732033	5327,866017	21422,93678	26750,8028	OK
09/06/2025 12:00	Alicantino	Alicante	General de Alicante	9,860432342	5930,216171	24404,57005	30334,78622	OK
09/06/2025 12:40	Alicantino	Alicante	San Juan	7,820179908	4910,089954	21309,99025	26220,0802	OK
09/06/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,288581247	5144,290624	20514,23859	25658,52921	OK
09/06/2025 14:00	Alicantino	Alicante	Vinalopó	8,361228914	5180,614457	18812,76506	23993,37951	OK
09/06/2025 14:40	Alicantino	Alicante	IMED	8,92475421	5462,377105	22088,76667	27551,14378	OK
09/06/2025 15:00	Gijonés	Gijon	Covadonga	7,735739105	4867,869552	20112,92167	24980,79122	OK
09/06/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
09/06/2025 16:30	Gijonés	Gijon	Cabueñes	9,509686825	5754,843413	21634,53753	27389,38094	OK
09/06/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
09/06/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
24/06/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,134873201	5067,436601	20133,81117	25201,24777	OK
24/06/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
24/06/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,502429836	4751,214918	18568,51384	23319,72876	OK
24/06/2025 14:00	Chulapo	Madrid	San Carlos	9,004434053	5502,217026	22060,86343	27563,08046	OK
24/06/2025 14:40	Chulapo	Madrid	La Paz	8,917047527	5458,523764	22069,69263	27528,21639	OK
24/06/2025 11:00	Nen	Barcelona	Bellvitge	10,15013306	6075,066531	23091,55272	29166,61925	OK
24/06/2025 11:40	Nen	Barcelona	Clínic	7,813877883	4906,938942	20316,0825	25223,02144	OK
24/06/2025 12:20	Nen	Barcelona	Del Mar	8,171329201	5085,6646	20224,03977	25309,70437	OK
24/06/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,692986463	5346,493232	22384,44014	27730,93337	OK
24/06/2025 13:40	Nen	Barcelona	Sant Joan de Déu	8,929165139	5464,58257	22992,60023	28457,1828	OK
24/06/2025 15:00	Manyo	Zaragoza	Quirón	6,601758422	4300,879211	16339,3521	20640,23131	OK
24/06/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,729018448	4864,509224	19129,32066	23993,82988	OK
24/06/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,945069484	4972,534742	17876,40634	22848,94108	OK
24/06/2025 17:00	Manyo	Zaragoza	Miguel Servet	7,976179696	4988,089848	19741,04475	24729,1346	OK
24/06/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,482617393	5241,308696	20994,47805	26235,78674	OK
24/06/2025 12:00	Alicantino	Alicante	General de Alicante	9,761828019	5880,914009	24160,52435	30041,43836	OK
24/06/2025 12:40	Alicantino	Alicante	San Juan	7,898381707	4949,190854	21523,09015	26472,28101	OK
24/06/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,288581247	5144,290624	20514,23859	25658,52921	OK
24/06/2025 14:00	Alicantino	Alicante	Vinalopó	8,361228914	5180,614457	18812,76506	23993,37951	OK
24/06/2025 14:40	Alicantino	Alicante	IMED	9,014001753	5507,000876	22309,65434	27816,65521	OK
24/06/2025 15:00	Gijonés	Gijon	Covadonga	7,581024322	4790,512161	19710,66324	24501,1754	OK
24/06/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
24/06/2025 16:30	Gijonés	Gijon	Cabueñes	9,319493089	5659,746544	21201,84678	26861,59332	OK
24/06/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
24/06/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
09/07/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,134873201	5067,436601	20133,81117	25201,24777	OK
09/07/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
09/07/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,427405538	4713,702769	18382,82871	23096,53147	OK
09/07/2025 14:00	Chulapo	Madrid	San Carlos	9,184522734	5592,261367	22502,0807	28094,34206	OK
09/07/2025 14:40	Chulapo	Madrid	La Paz	8,917047527	5458,523764	22069,69263	27528,21639	OK
09/07/2025 11:00	Nen	Barcelona	Bellvitge	10,04863173	6024,315866	22860,63719	28884,95306	OK
09/07/2025 11:40	Nen	Barcelona	Clínic	7,813877883	4906,938942	20316,0825	25223,02144	OK
09/07/2025 12:20	Nen	Barcelona	Del Mar	8,007902617	5003,951308	19819,55898	24823,51029	OK
09/07/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,606056599	5303,028299	22160,59574	27463,62404	OK
09/07/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,107748442	5553,874221	23452,45224	29006,32646	OK
09/07/2025 15:00	Manyo	Zaragoza	Quirón	6,535740838	4267,870419	16175,95857	20443,82899	OK
09/07/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,806308632	4903,154316	19320,61386	24223,76818	OK
09/07/2025 16:30	Manyo	Zaragoza	Royo Villanova	8,024520179	5012,26009	18055,1704	23067,43049	OK
09/07/2025 17:00	Manyo	Zaragoza	Miguel Servet	7,816656102	4908,328051	19346,22385	24254,5519	OK
09/07/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,567443567	5283,721783	21204,42283	26488,14461	OK
09/07/2025 12:00	Alicantino	Alicante	General de Alicante	9,566591458	5783,295729	23677,31386	29460,60959	OK
09/07/2025 12:40	Alicantino	Alicante	San Juan	7,740414073	4870,207037	21092,62835	25962,83539	OK
09/07/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,454352872	5227,176436	20924,52336	26151,6998	OK
09/07/2025 14:00	Alicantino	Alicante	Vinalopó	8,277616625	5138,808312	18624,63741	23763,44572	OK
09/07/2025 14:40	Alicantino	Alicante	IMED	9,194281788	5597,140894	22755,84742	28352,98832	OK
09/07/2025 15:00	Gijonés	Gijon	Covadonga	7,581024322	4790,512161	19710,66324	24501,1754	OK
09/07/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
09/07/2025 16:30	Gijonés	Gijon	Cabueñes	9,226298158	5613,149079	20989,82831	26602,97739	OK
09/07/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
09/07/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
24/07/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,216221933	5108,110967	20335,14928	25443,26025	OK
24/07/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,95524817	5977,624085	24639,23922	30616,86331	OK
24/07/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,575953648	4787,976824	18750,48528	23538,4621	OK
24/07/2025 14:00	Chulapo	Madrid	San Carlos	9,000832279	5500,41614	22052,03908	27552,45522	OK
24/07/2025 14:40	Chulapo	Madrid	La Paz	8,827877052	5413,938526	21848,9957	27262,93423	OK
24/07/2025 11:00	Nen	Barcelona	Bellvitge	9,948145415	5974,072708	22632,03082	28606,10353	OK
24/07/2025 11:40	Nen	Barcelona	Clínic	7,657600326	4828,800163	19909,76085	24738,56101	OK
24/07/2025 12:20	Nen	Barcelona	Del Mar	8,168060669	5084,030335	20215,95016	25299,98049	OK
24/07/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,778177731	5389,088865	22603,80766	27992,89652	OK
24/07/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,289903411	5644,951705	23921,50128	29566,45299	OK
24/07/2025 15:00	Manyo	Zaragoza	Quirón	6,666455655	4333,227827	16499,47775	20832,70557	OK
24/07/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,728245546	4864,122773	19127,40773	23991,5305	OK
24/07/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,864029776	4932,014888	17694,067	22626,08188	OK
24/07/2025 17:00	Manyo	Zaragoza	Miguel Servet	7,894822663	4947,411332	19539,68609	24487,09742	OK
24/07/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,396094695	5198,047348	20780,33437	25978,38172	OK
24/07/2025 12:00	Alicantino	Alicante	General de Alicante	9,470925544	5735,462772	23440,54072	29176,00349	OK
24/07/2025 12:40	Alicantino	Alicante	San Juan	7,585605792	4792,802896	20670,77578	25463,57868	OK
24/07/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,285265815	5142,632907	20506,03289	25648,6658	OK
24/07/2025 14:00	Alicantino	Alicante	Vinalopó	8,443168957	5221,584479	18997,13015	24218,71463	OK
24/07/2025 14:40	Alicantino	Alicante	IMED	9,010396152	5505,198076	22300,73048	27805,92855	OK
24/07/2025 15:00	Gijonés	Gijon	Covadonga	7,732644809	4866,322404	20104,8765	24971,19891	OK
24/07/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
24/07/2025 16:30	Gijonés	Gijon	Cabueñes	9,226298158	5613,149079	20989,82831	26602,97739	OK
24/07/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
24/07/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
08/08/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,298384152	5149,192076	20538,50078	25687,69285	OK
08/08/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,756143207	5878,071603	24146,45444	30024,52604	OK
08/08/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,727472721	4863,736361	19125,49499	23989,23135	OK
08/08/2025 14:00	Chulapo	Madrid	San Carlos	9,090840602	5545,420301	22272,55947	27817,97978	OK
08/08/2025 14:40	Chulapo	Madrid	La Paz	8,827877052	5413,938526	21848,9957	27262,93423	OK
08/08/2025 11:00	Nen	Barcelona	Bellvitge	9,749182507	5874,591253	22179,3902	28053,98146	OK
08/08/2025 11:40	Nen	Barcelona	Clínic	7,504448319	4752,22416	19511,56563	24263,78979	OK
08/08/2025 12:20	Nen	Barcelona	Del Mar	8,331421883	5165,710941	20620,26916	25785,9801	OK
08/08/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,865959508	5432,979754	22829,84573	28262,82549	OK
08/08/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,104105343	5552,052671	23443,07126	28995,12393	OK
08/08/2025 15:00	Manyo	Zaragoza	Quirón	6,666455655	4333,227827	16499,47775	20832,70557	OK
08/08/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,728245546	4864,122773	19127,40773	23991,5305	OK
08/08/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,942670073	4971,335037	17871,00767	22842,3427	OK
08/08/2025 17:00	Manyo	Zaragoza	Miguel Servet	7,815874437	4907,937218	19344,28923	24252,22645	OK
08/08/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,228172801	5114,086401	20364,72768	25478,81408	OK
08/08/2025 12:00	Alicantino	Alicante	General de Alicante	9,470925544	5735,462772	23440,54072	29176,00349	OK
08/08/2025 12:40	Alicantino	Alicante	San Juan	7,585605792	4792,802896	20670,77578	25463,57868	OK
08/08/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,368118473	5184,059237	20711,09322	25895,15246	OK
08/08/2025 14:00	Alicantino	Alicante	Vinalopó	8,612032336	5306,016168	19377,07276	24683,08892	OK
08/08/2025 14:40	Alicantino	Alicante	IMED	8,830188229	5415,094114	21854,71587	27269,80998	OK
08/08/2025 15:00	Gijonés	Gijon	Covadonga	7,732644809	4866,322404	20104,8765	24971,19891	OK
08/08/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
08/08/2025 16:30	Gijonés	Gijon	Cabueñes	9,134035176	5567,017588	20779,93003	26346,94761	OK
08/08/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
08/08/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
23/08/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,298384152	5149,192076	20538,50078	25687,69285	OK
23/08/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,658581774	5829,290887	23904,98989	29734,28078	OK
23/08/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,572923267	4786,461634	18742,98509	23529,44672	OK
23/08/2025 14:00	Chulapo	Madrid	San Carlos	8,90902379	5454,511895	21827,10829	27281,62018	OK
23/08/2025 14:40	Chulapo	Madrid	La Paz	8,916155823	5458,077911	22067,48566	27525,56357	OK
23/08/2025 11:00	Nen	Barcelona	Bellvitge	9,846674332	5923,337166	22401,1841	28324,52127	OK
23/08/2025 11:40	Nen	Barcelona	Clínic	7,354359353	4677,179676	19121,33432	23798,51399	OK
23/08/2025 12:20	Nen	Barcelona	Del Mar	8,331421883	5165,710941	20620,26916	25785,9801	OK
23/08/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,954619103	5477,309552	23058,14419	28535,45374	OK
23/08/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,28618745	5643,093725	23911,93268	29555,02641	OK
23/08/2025 15:00	Manyo	Zaragoza	Quirón	6,666455655	4333,227827	16499,47775	20832,70557	OK
23/08/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,650963091	4825,481545	18936,13365	23761,61519	OK
23/08/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,863243373	4931,621686	17692,29759	22623,91927	OK
23/08/2025 17:00	Manyo	Zaragoza	Miguel Servet	7,815874437	4907,937218	19344,28923	24252,22645	OK
23/08/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,310454529	5155,227265	20568,37496	25723,60222	OK
